"t_IDs" "Cent" "Cdet" "wp_a" "wp_b" "wp_bp" "up_c" "bc_ap" "delta_bkg" "wp0"
"SCM-2-001" 0.855986452991492 1.6403879998858 0.708765612438181 0.239141108209878 1.75654423014782 0.559742327528765 0.30582779627429 0.329263618114637 0.00321716617969719
"SCM-2-002" 0.940361805955478 1.84493588981684 0.186509509219885 0.783662272685769 2.35507075144913 0.790068366924673 0.0620604154850298 2.0698640349629 2.71197271294341e-08
"SCM-2-003" 0.777356549152579 1.52360982164222 0.919148591708967 0.0887206834246099 2.34046209898993 0.857682170559932 0.1112630117853 0.685859627820423 0.00871803977631832
"SCM-2-004" 0.765754673129286 1.10987252067389 0.242427836152576 0.61035210993378 1.49042936179295 0.60713340909859 0.361807196146849 2.47686181990563 1.4317741114753e-05
"SCM-2-005" 0.89285152194478 1.41234717925933 0.0393653878504136 0.679418074281856 1.4340610821967 0.105386952309978 0.345500495281726 0.753639861189551 0.000714769735119514
"SCM-2-006" 0.961877827957264 1.61545560405348 0.0109138811855358 0.101068673813218 1.68477690174832 0.37663869915551 0.0271269398803578 1.87035013696318 1.6125259295948e-07
"SCM-2-007" 0.774753664449622 1.81050004144655 0.196247086540194 0.820987010532524 2.14700059423081 0.474177664803085 0.346164824726782 1.58227000513094 8.49428238340934e-08
"SCM-2-008" 0.878339919301036 1.91997410209577 0.3772156176556 0.422005912317287 2.29382175872424 0.356265263325015 0.151814234211218 1.38683175095159 0.00239811678006865
"SCM-2-009" 0.920920371340413 1.22394919553508 0.827427398174662 0.366724144631171 1.99671118409205 0.0999507736976802 0.057276574145914 2.46637866579838 1.87194026947553e-07
"SCM-2-010" 0.852219776972144 1.30881358543902 0.263793534952185 0.745432527624542 1.67225804811119 0.939286236391364 0.121606355719215 0.284319448358496 1.30046453321992e-08
