"t_IDs" "Cent" "Cdet" "wp_a" "wp_b" "wp_bp" "up_c" "bc_ap" "delta_bkg" "wp0"
"SCM-2-001" 0.708837991949422 1.74292660552997 0.147821416252394 0.860240421816619 2.08769280155989 0.294692924348533 0.377508117792435 0.734887393207515 7.88317215995039e-08
"SCM-2-002" 0.0269816981053896 1.19083508974107 0.646851114510077 0.0366857983334913 2.11898299873059 0.200799564486647 0.29606268422129 1.00160980452606 2.77689190589294e-07
"SCM-2-003" 0.944894720317303 1.59602212289633 0.476380174790802 0.629036264793409 0.730252938451269 0.146830230979919 0.356567355012926 2.69332541932649 2.2614028011045e-06
"SCM-2-004" 0.177844429348558 1.70224624643583 0.117797726500737 0.254350740292728 0.489956476376786 0.569868892478896 0.210582145812071 0.998890210907143 3.20589455348837e-08
"SCM-2-005" 0.517999500051635 1.55758253252553 0.683213111651113 0.913894530904126 2.59020502219113 0.381586602000887 0.138916335861665 1.51566677280221 0.000148490096517429
"SCM-2-006" 0.670304963340459 1.91731510711404 0.217466669448353 0.0844977382520167 2.59179251167864 0.940149232264752 0.134832364891557 0.592013422968774 0.0996871876227556
"SCM-2-007" 0.703573106247491 1.12545938043616 0.946825829401906 0.712462985324334 0.728943087197507 0.0262367371127428 0.127358304064384 2.41643114920454 2.17397174264755e-06
"SCM-2-008" 0.516235574872241 1.91584775014825 0.118655863321938 0.183035502661541 1.21654660942567 0.95251659444655 0.219768334420135 0.746889921086989 0.0349748750837045
"SCM-2-009" 0.630502263435502 1.30471497960609 0.591084293499732 0.225448200844541 1.76160294537081 0.779360358466888 0.267091873441169 0.700290032880299 1.16152815165771e-05
"SCM-2-010" 0.447195593595601 1.49389537166228 0.411877131640507 0.0123703010313034 0.60997773533789 0.694903088325143 0.266624832185249 0.533567279633549 7.41450010972739e-07
"SCM-2-011" 0.469430189383204 1.69025602278692 0.240335980967229 0.302438647111851 1.92374535140474 0.618431626595056 0.00196056327845191 1.45386694065894 0.00884471408646674
"SCM-2-012" 0.328660521328508 1.02808880614915 0.0694767979718077 0.482394806187972 1.89522831964578 0.789994732732826 0.248468135658555 0.353202655406028 0.0182743434318904
"SCM-2-013" 0.109991730411272 1.54514371488605 0.617534970489946 0.654847472590543 1.93302923093149 0.659071860959729 0.307870153164135 0.0527109621401365 0.0497690256600744
"SCM-2-014" 0.420826052044585 1.81190102132144 0.802695998801168 0.935444648440547 1.89340458728848 0.00137999144356621 0.0746685045755444 1.09845332519686 2.4635614613469e-07
"SCM-2-015" 0.34280295756071 1.34114748667003 0.671611661944926 0.648437207244982 2.20197219200997 0.248361085065103 0.237216806575464 2.69265357312375 0.000471317638565021
"SCM-2-016" 0.550540198660859 1.22421038276755 0.779711912216573 0.295833446355308 1.45444406759441 0.685423998060132 0.411967075459956 0.268379037014453 1.25571488970064e-08
"SCM-2-017" 0.430786341329283 1.71753306425922 0.294129051512876 0.265996014647834 1.94909959930943 0.872988717017729 0.220036469332555 0.576869612537315 5.36141341045036e-08
"SCM-2-018" 0.685171433835776 1.83549677299541 0.911675113049393 0.329075438652985 1.97421834981589 0.127069193192646 0.0337235940274559 0.38740280034682 7.7576462324497e-07
"SCM-2-019" 0.414212133129062 1.62503848996689 0.790597725243938 0.209663420981592 2.69784703258143 0.773800994534787 0.342012186686288 2.73669776644451 1.2626850142102e-05
"SCM-2-020" 0.637497950321489 1.45954036764833 0.209406720659748 0.786908147253905 2.88477725472866 0.153561190166979 0.0515380539805993 0.959741421830975 8.93354531317959e-07
